experimentID	organ_slims	cell_slims	developmental_slims	system_slims	biosample_summary	simple_biosample_summary
ENCSR028VCU	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR511LWL	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NTac;B6NCrl/Lap neural tube tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR000CDS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl olfactory bulb tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CDM	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR410YIY	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR000ADL	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola ES-E14	strain 129/Ola 129
ENCSR000CCW	['gonad', 'testis']	[]	['mesoderm']	['reproductive system']	Mus musculus strain B6NCrl testis tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CBG	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain Bruce4 ES-Bruce4	strain Bruce4 C57BL/6
ENCSR000CGO	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola ES-E14	strain 129/Ola 129
ENCSR000CGS	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain Bruce4 ES-Bruce4	strain Bruce4 C57BL/6
ENCSR000CGP	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola ES-E14	strain 129/Ola 129
ENCSR048IZJ	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR749PZB	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR912IXU	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR798VHN	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR430JWT	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR751HEG	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR968NPX	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR462BZP	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR780NWL	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR964RRJ	['embryo']	[]	[]	[]	Mus musculus strain B6NTac;B6NCrl/Lap embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR249AUA	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR569UCG	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR260OUP	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR961PNM	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR744LCN	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR288OHO	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR412ODT	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR105OGF	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR629AFL	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR274ACJ	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NTac;B6NCrl/Lap limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR956ZCG	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR519DNE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR946RLM	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR356LBC	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR293ORS	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR755PMX	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR332UCY	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR483DEV	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR000AHU	['musculature of body']	[]	['mesoderm']	['musculature']	Mus musculus myocyte originated from C2C12	C3H
ENCSR286IGS	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR076FAM	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR406VPQ	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR501GBJ	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR212KGS	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola E14TG2a.4	strain 129/Ola 129
ENCSR370MSK	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR537AKT	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR707DZS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR782SUW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR264TXI	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR706PSQ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR755SGK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR314FGC	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR525BTK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR234YTN	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR831EKS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR947QOH	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR973AYQ	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR517UZA	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR161DAW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR771ILS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR322XHD	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR579RZO	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NTac;B6NCrl/Lap neural tube tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR402ZLE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR906UJW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR462KTT	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR044SUW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR345RKE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR373LNE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR069XHI	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR000AHS	['musculature of body']	[]	['mesoderm']	['musculature']	Mus musculus myocyte originated from C2C12	C3H
ENCSR000CGI	['lymph node', 'blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain B10.H-2aH-4bp/Wts CH12.LX	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts
ENCSR000CGL	['lymph node', 'blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain B10.H-2aH-4bp/Wts CH12.LX	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts
ENCSR000ADI	['lymph node', 'blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain B10.H-2aH-4bp/Wts CH12.LX	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts
ENCSR000DHU	['lymph node', 'blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain B10.H-2aH-4bp/Wts CH12.LX	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts
ENCSR000DIX	['embryo']	['stem cell']	[]	[]	Mus musculus G1E	129
ENCSR000CEX	['spleen', 'immune organ']	['cancer cell']	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain MEL MEL	strain MEL DBA/2
ENCSR000ADR	['spleen', 'immune organ']	['cancer cell']	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain MEL MEL	strain MEL DBA/2
ENCSR000CEU	['spleen', 'immune organ']	['cancer cell']	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain MEL MEL	strain MEL DBA/2
ENCSR898WIS	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR607HIQ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR795UOC	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR889MYY	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR966RAG	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR948RYN	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR868FWZ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR000DHG	['bone element', 'bone marrow']	['hematopoietic cell', 'myeloid cell']	['mesoderm']	['circulatory system']	Mus musculus erythroblast embryo (14.5 days)	mixed sex embryo (14.5 days) CD-1
ENCSR458FBL	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR258RGT	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR731OMP	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR110MSZ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR344BPJ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR578RLI	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR693UWX	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR000DHT	['bone element', 'bone marrow']	['hematopoietic cell', 'myeloid cell']	['mesoderm']	['skeletal system', 'immune system']	Mus musculus megakaryocyte embryo (14.5 days)	mixed sex embryo (14.5 days) CD-1
ENCSR000CFF	['bone element', 'bone marrow']	['hematopoietic cell', 'leukocyte', 'myeloid cell']	['mesoderm']	['skeletal system', 'immune system']	Mus musculus strain Bruce4 bone marrow macrophage male adult (8 weeks)	male adult (8 weeks) strain Bruce4 C57BL/6
ENCSR000CDV	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR000AHT	['musculature of body']	[]	['mesoderm']	['musculature']	Mus musculus myocyte originated from C2C12	C3H
ENCSR000AHO	['musculature of body']	['embryonic cell', 'myoblast']	['mesoderm']	['musculature']	Mus musculus C2C12	C3H
ENCSR000CGK	['lymph node', 'blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain B10.H-2aH-4bp/Wts CH12.LX	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts
ENCSR000CBA	['connective tissue', 'embryo']	['connective tissue cell', 'fibroblast']	[]	[]	Mus musculus strain C57BL/6J embryonic fibroblast male embryo (13.5 weeks)	male embryo (13.5 weeks) strain C57BL/6J C57BL/6
ENCSR262CSU	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR000CCS	['intestine', 'small intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl small intestine tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CEQ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CEM	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CCU	['gonad', 'testis']	[]	['mesoderm']	['reproductive system']	Mus musculus strain B6NCrl testis tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR884MYD	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR140YPL	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR599GVS	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR929SEW	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR546ANT	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR357JII	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR711SVB	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR452WYC	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR895BMP	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR140UEX	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR346FJG	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR639DND	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR000CDG	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CDH	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CCQ	['intestine', 'small intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl small intestine tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CEZ	['adipose tissue', 'connective tissue']	[]	['mesoderm']	[]	Mus musculus strain B6NCrl brown adipose tissue tissue male adult (24 weeks)	male adult (24 weeks) strain B6NCrl C57BL/6
ENCSR000CDF	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR675HDX	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR360ANE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR574VME	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR846PJO	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR699XHY	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR123MLY	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR000CDK	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR222IHX	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR582SPN	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR863VHE	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR151APL	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR825ZJV	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
