File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF358XOH	bigWig	bigWig		signal p-value	mm10	ENCSR418SBY	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF726JVA/, /files/ENCFF679VRS/, /files/ENCFF056EAK/	560496535	ENCODE Processing Pipeline	dd4e28054b46dcc9a1be5b49be723a2e		https://www.encodeproject.org/files/ENCFF358XOH/@@download/ENCFF358XOH.bigWig				released	s3://encode-public/2020/10/13/c3cd5de4-23f6-433c-a147-294e0fec5b1d/ENCFF358XOH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/c3cd5de4-23f6-433c-a147-294e0fec5b1d/ENCFF358XOH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF198SSR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR418SBY	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF726JVA/, /files/ENCFF679VRS/, /files/ENCFF056EAK/, /files/ENCFF547MET/	1038644	ENCODE Processing Pipeline	82d3f0d7afcf169d751435e3ae31691e		https://www.encodeproject.org/files/ENCFF198SSR/@@download/ENCFF198SSR.bed.gz				released	s3://encode-public/2020/10/13/78661ff4-74d5-4169-bc00-a12ece1d1556/ENCFF198SSR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/78661ff4-74d5-4169-bc00-a12ece1d1556/ENCFF198SSR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF663RDE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR418SBY	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF198SSR/	2072885	ENCODE Processing Pipeline	26c81797e56a96a83b4be0e16609eff5		https://www.encodeproject.org/files/ENCFF663RDE/@@download/ENCFF663RDE.bigBed				released	s3://encode-public/2020/10/13/ff43dc34-f866-45fa-9c4f-2bcc5820af1b/ENCFF663RDE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/ff43dc34-f866-45fa-9c4f-2bcc5820af1b/ENCFF663RDE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF165LXO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR677SIH	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF547MET/, /files/ENCFF488FBG/, /files/ENCFF973SQV/, /files/ENCFF244UVC/	889205	ENCODE Processing Pipeline	29c51f1d255a2d1d640903b04eadde27		https://www.encodeproject.org/files/ENCFF165LXO/@@download/ENCFF165LXO.bed.gz				released	s3://encode-public/2020/10/10/4be6493a-3a26-40c9-bf80-3ffde9cd3ba1/ENCFF165LXO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/4be6493a-3a26-40c9-bf80-3ffde9cd3ba1/ENCFF165LXO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, antibody characterized with exemption		
ENCFF851EKP	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR677SIH	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF165LXO/	1444675	ENCODE Processing Pipeline	86b9c7bce996196c8f8acde613d48555		https://www.encodeproject.org/files/ENCFF851EKP/@@download/ENCFF851EKP.bigBed				released	s3://encode-public/2020/10/10/7d269f2f-e7b5-400d-879b-a328f167ae57/ENCFF851EKP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/7d269f2f-e7b5-400d-879b-a328f167ae57/ENCFF851EKP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, antibody characterized with exemption		
ENCFF336ZTC	bigWig	bigWig		signal p-value	mm10	ENCSR677SIH	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF488FBG/, /files/ENCFF973SQV/, /files/ENCFF244UVC/	533822059	ENCODE Processing Pipeline	c33984e87e91d21fae8ff11adaab0667		https://www.encodeproject.org/files/ENCFF336ZTC/@@download/ENCFF336ZTC.bigWig				released	s3://encode-public/2020/10/10/9d56c1fe-66a0-4715-baf8-b4498ce7fa7a/ENCFF336ZTC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/9d56c1fe-66a0-4715-baf8-b4498ce7fa7a/ENCFF336ZTC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read depth, antibody characterized with exemption		
ENCFF155SPJ	bigWig	bigWig		signal p-value	mm10	ENCSR000CBU	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF834LUQ/, /files/ENCFF217KIX/, /files/ENCFF487NVD/, /files/ENCFF328SNX/	391550790	ENCODE Processing Pipeline	91489ccd632117951a92742b3dea582f		https://www.encodeproject.org/files/ENCFF155SPJ/@@download/ENCFF155SPJ.bigWig				released	s3://encode-public/2020/10/14/0c960431-05ae-4dd1-83b1-567517f5f014/ENCFF155SPJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/0c960431-05ae-4dd1-83b1-567517f5f014/ENCFF155SPJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length, low read depth, control low read depth		
ENCFF194HVL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000CBU	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF834LUQ/, /files/ENCFF328SNX/, /files/ENCFF487NVD/, /files/ENCFF217KIX/, /files/ENCFF547MET/	610077	ENCODE Processing Pipeline	218adfd812e4e5c4c0d73ec2ebcccb71		https://www.encodeproject.org/files/ENCFF194HVL/@@download/ENCFF194HVL.bed.gz				released	s3://encode-public/2020/10/14/615c6b47-cee0-4365-b4d7-61bd723b9943/ENCFF194HVL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/615c6b47-cee0-4365-b4d7-61bd723b9943/ENCFF194HVL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length, low read depth, control low read depth		
ENCFF424RGH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000CBU	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus										CTCF-mouse	DNA						2011-07-22	ENCODE		see document	200-500	1, 2	1_1, 2_1							/files/ENCFF194HVL/	1114438	ENCODE Processing Pipeline	695f834e1eeb09388a8861bdb0b5a467		https://www.encodeproject.org/files/ENCFF424RGH/@@download/ENCFF424RGH.bigBed				released	s3://encode-public/2020/10/14/d1ac96f8-a9f0-458c-a3f7-0df8bb207b73/ENCFF424RGH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/d1ac96f8-a9f0-458c-a3f7-0df8bb207b73/ENCFF424RGH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length, low read depth, control low read depth		
ENCFF024JOZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR143WOK	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF832VRW/, /files/ENCFF569BYS/, /files/ENCFF547MET/, /files/ENCFF177LTM/	1052779	ENCODE Processing Pipeline	bd6d63099c10f0d7faee788b4aaa3f48		https://www.encodeproject.org/files/ENCFF024JOZ/@@download/ENCFF024JOZ.bed.gz				released	s3://encode-public/2020/10/10/2c5bbce4-6efe-4321-9eb4-5bebb634e39e/ENCFF024JOZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/2c5bbce4-6efe-4321-9eb4-5bebb634e39e/ENCFF024JOZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, mild to moderate bottlenecking, low read depth, antibody characterized with exemption		
ENCFF195OJA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR143WOK	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF024JOZ/	2103859	ENCODE Processing Pipeline	84456f8453faab7aefd1b460018135f2		https://www.encodeproject.org/files/ENCFF195OJA/@@download/ENCFF195OJA.bigBed				released	s3://encode-public/2020/10/10/df4edd6d-5ec0-4049-b395-cda9f6a066ff/ENCFF195OJA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/df4edd6d-5ec0-4049-b395-cda9f6a066ff/ENCFF195OJA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, mild to moderate bottlenecking, low read depth, antibody characterized with exemption		
ENCFF773HYS	bigWig	bigWig		signal p-value	mm10	ENCSR143WOK	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF832VRW/, /files/ENCFF569BYS/, /files/ENCFF177LTM/	511596120	ENCODE Processing Pipeline	de0d913d2debb12037a1cb8c949be7f0		https://www.encodeproject.org/files/ENCFF773HYS/@@download/ENCFF773HYS.bigWig				released	s3://encode-public/2020/10/10/1ed09e9a-a8c8-49d4-9141-6a365afc7bea/ENCFF773HYS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/1ed09e9a-a8c8-49d4-9141-6a365afc7bea/ENCFF773HYS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, mild to moderate bottlenecking, low read depth, antibody characterized with exemption		
ENCFF189GBX	bigWig	bigWig		signal p-value	mm10	ENCSR245OKD	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF707XHU/, /files/ENCFF263TCY/	576946808	ENCODE Processing Pipeline	ff1223a9cf4900364966f9f6098dc40b		https://www.encodeproject.org/files/ENCFF189GBX/@@download/ENCFF189GBX.bigWig				released	s3://encode-public/2022/07/01/f87d90af-3fe5-444b-bee9-ee75fb58429a/ENCFF189GBX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/07/01/f87d90af-3fe5-444b-bee9-ee75fb58429a/ENCFF189GBX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF906GBV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR245OKD	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF660HRL/	2052203	ENCODE Processing Pipeline	1ca3781f59297ad2e597d5c0508ccf73		https://www.encodeproject.org/files/ENCFF906GBV/@@download/ENCFF906GBV.bigBed				released	s3://encode-public/2022/07/01/760341e8-d2fc-4fe3-9cb9-6c5def5e5c9f/ENCFF906GBV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/07/01/760341e8-d2fc-4fe3-9cb9-6c5def5e5c9f/ENCFF906GBV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF660HRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR245OKD	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF707XHU/, /files/ENCFF263TCY/, /files/ENCFF547MET/	1098186	ENCODE Processing Pipeline	b4d0b909e15c0212f761f89baf15f61d		https://www.encodeproject.org/files/ENCFF660HRL/@@download/ENCFF660HRL.bed.gz				released	s3://encode-public/2022/07/01/46af0d22-d575-40dc-9bab-05d11beb0249/ENCFF660HRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/01/46af0d22-d575-40dc-9bab-05d11beb0249/ENCFF660HRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF143RZH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR799YRV	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF662VON/, /files/ENCFF613YEG/, /files/ENCFF547MET/	1323405	ENCODE Processing Pipeline	7ec78cbbffd70aa65c2a13dee6cd59bc		https://www.encodeproject.org/files/ENCFF143RZH/@@download/ENCFF143RZH.bed.gz				released	s3://encode-public/2022/06/16/ed5a3d7a-429e-4241-a680-5df935def9b8/ENCFF143RZH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ed5a3d7a-429e-4241-a680-5df935def9b8/ENCFF143RZH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF811FLZ	bigWig	bigWig		signal p-value	mm10	ENCSR799YRV	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF662VON/, /files/ENCFF613YEG/	757460466	ENCODE Processing Pipeline	18cba66d0ec405fc2e53eef3bc804f08		https://www.encodeproject.org/files/ENCFF811FLZ/@@download/ENCFF811FLZ.bigWig				released	s3://encode-public/2022/06/16/70d7ad1d-7e6f-4bfe-a9ad-251d76e71d29/ENCFF811FLZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/70d7ad1d-7e6f-4bfe-a9ad-251d76e71d29/ENCFF811FLZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF958RQK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR799YRV	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF143RZH/	2386232	ENCODE Processing Pipeline	49df428ecc5d7ccaedbb7c1e705a79cc		https://www.encodeproject.org/files/ENCFF958RQK/@@download/ENCFF958RQK.bigBed				released	s3://encode-public/2022/06/16/fdf9dd2e-c8e7-4809-b670-8d63f8650358/ENCFF958RQK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/fdf9dd2e-c8e7-4809-b670-8d63f8650358/ENCFF958RQK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF995ZSB	bigWig	bigWig		signal p-value	mm10	ENCSR000AIJ	TF ChIP-seq	/mouse-donors/ENCDO321TZV/	EFO:0001098	C2C12	cell line	Mus musculus										CTCF-mouse	DNA						2011-11-23	ENCODE		see document		1	1_1							/files/ENCFF027BUS/, /files/ENCFF911IRI/	236727348	ENCODE Processing Pipeline	ed36e5368440aa4626a0582d9820fcd7		https://www.encodeproject.org/files/ENCFF995ZSB/@@download/ENCFF995ZSB.bigWig				released	s3://encode-public/2020/10/14/d4406d97-2356-474f-b333-60f7bb9bb5bf/ENCFF995ZSB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/d4406d97-2356-474f-b333-60f7bb9bb5bf/ENCFF995ZSB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released		insufficient read depth, insufficient read length, control insufficient read depth	
ENCFF784ASD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000AIJ	TF ChIP-seq	/mouse-donors/ENCDO321TZV/	EFO:0001098	C2C12	cell line	Mus musculus										CTCF-mouse	DNA						2011-11-23	ENCODE		see document		1	1_1							/files/ENCFF027BUS/, /files/ENCFF911IRI/, /files/ENCFF547MET/	260093	ENCODE Processing Pipeline	8a7d0fecd64a92abec8e58a6ad6ba161		https://www.encodeproject.org/files/ENCFF784ASD/@@download/ENCFF784ASD.bed.gz				released	s3://encode-public/2020/10/14/c005358d-aad6-408d-a341-4f638dcbff53/ENCFF784ASD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/c005358d-aad6-408d-a341-4f638dcbff53/ENCFF784ASD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released		insufficient read depth, insufficient read length, control insufficient read depth	
ENCFF989SUV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR000AIJ	TF ChIP-seq	/mouse-donors/ENCDO321TZV/	EFO:0001098	C2C12	cell line	Mus musculus										CTCF-mouse	DNA						2011-11-23	ENCODE		see document		1	1_1							/files/ENCFF784ASD/	429778	ENCODE Processing Pipeline	f5f6430806ffa36e28899c05744d21d7		https://www.encodeproject.org/files/ENCFF989SUV/@@download/ENCFF989SUV.bigBed				released	s3://encode-public/2020/10/14/b71e6406-bba8-45bd-95e3-cdf8eff557df/ENCFF989SUV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/14/b71e6406-bba8-45bd-95e3-cdf8eff557df/ENCFF989SUV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released		insufficient read depth, insufficient read length, control insufficient read depth	
ENCFF327LYS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR002ZAG	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000160	intestine	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF938YYJ/, /files/ENCFF020GFQ/, /files/ENCFF130ZVO/, /files/ENCFF547MET/	1182414	ENCODE Processing Pipeline	2fdade8d9ad60e30b0b00c59b95724a5		https://www.encodeproject.org/files/ENCFF327LYS/@@download/ENCFF327LYS.bed.gz				released	s3://encode-public/2020/10/10/07dcab48-8755-487a-adab-50f889daa67e/ENCFF327LYS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/07dcab48-8755-487a-adab-50f889daa67e/ENCFF327LYS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, moderate library complexity, low read depth, mild to moderate bottlenecking, control low read depth		
ENCFF030YTL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR002ZAG	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000160	intestine	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF327LYS/	2290378	ENCODE Processing Pipeline	5ce588ad967c3732a2edd3080261dcd4		https://www.encodeproject.org/files/ENCFF030YTL/@@download/ENCFF030YTL.bigBed				released	s3://encode-public/2020/10/10/2972c6e9-42c7-4496-a2fa-77bea253a86f/ENCFF030YTL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/2972c6e9-42c7-4496-a2fa-77bea253a86f/ENCFF030YTL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, moderate library complexity, low read depth, mild to moderate bottlenecking, control low read depth		
ENCFF781NND	bigWig	bigWig		signal p-value	mm10	ENCSR002ZAG	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000160	intestine	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF938YYJ/, /files/ENCFF020GFQ/, /files/ENCFF130ZVO/	427174157	ENCODE Processing Pipeline	d8e5f76efd57f01a244deccd69b78ca5		https://www.encodeproject.org/files/ENCFF781NND/@@download/ENCFF781NND.bigWig				released	s3://encode-public/2020/10/10/f1df4a18-c5d0-4a5b-ba51-c51ed8d8b84a/ENCFF781NND.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/f1df4a18-c5d0-4a5b-ba51-c51ed8d8b84a/ENCFF781NND.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, moderate library complexity, low read depth, mild to moderate bottlenecking, control low read depth		
ENCFF144RYY	bigWig	bigWig		signal p-value	mm10	ENCSR362VNF	TF ChIP-seq	/mouse-donors/ENCDO015AAA/	EFO:0007751	E14TG2a.4	cell line	Mus musculus										CTCF-mouse	DNA						2014-02-24	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF984AYM/, /files/ENCFF594EHK/, /files/ENCFF209LLW/, /files/ENCFF826KVZ/	1228431278	ENCODE Processing Pipeline	355794f4f7a4e9a389a1e4565876f863		https://www.encodeproject.org/files/ENCFF144RYY/@@download/ENCFF144RYY.bigWig				released	s3://encode-public/2020/10/13/789e2a1a-10d2-4148-bf9a-f3979b02e9d2/ENCFF144RYY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/789e2a1a-10d2-4148-bf9a-f3979b02e9d2/ENCFF144RYY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length		
ENCFF949CNK	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	mm10	ENCSR362VNF	TF ChIP-seq	/mouse-donors/ENCDO015AAA/	EFO:0007751	E14TG2a.4	cell line	Mus musculus										CTCF-mouse	DNA						2014-02-24	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF052KVO/	1228294	ENCODE Processing Pipeline	5a97c968648d3011b10609a931f4f06f		https://www.encodeproject.org/files/ENCFF949CNK/@@download/ENCFF949CNK.bigBed				released	s3://encode-public/2020/10/13/545ed20f-27ab-449c-abd6-99d31d670fc9/ENCFF949CNK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/545ed20f-27ab-449c-abd6-99d31d670fc9/ENCFF949CNK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length		
